-0.16797355	0.24588	-0.21808802	-0.104981534	-0.23541312	-0.30945268	0.18305583	0.24889793	0.24757916	0.26691106	0.034913424	0.34136957	-0.3642983	0.12731127	0.2958582	-0.13283937
-0.3387853	-0.27490798	-0.8856287	0.63252896	0.29375792	0.09634177	-0.3197308	-0.40333626	-0.36117545	-0.1276049	0.23989141	0.7574249	-0.5746876	0.16021983	-0.2850466	-0.5969492
-0.46342382	0.076604135	-0.10838222	-0.19046274	-0.06577876	0.14365193	0.5197702	0.24645689	0.13144827	-0.11615587	0.3499142	0.14325	0.10752156	-0.09294224	-0.0056892424	0.062020727
-0.5385858	-0.11389815	-0.32689902	0.51669127	0.60591626	-0.3773785	-0.5077676	-0.62616163	-0.056108743	0.21503405	0.40076932	0.4764439	-0.3621741	0.26538458	-0.1560254	-0.8691233
-1.0301406	-0.03697174	-0.7611683	-0.5837257	-0.05137279	0.062175706	1.0616109	0.34143126	-0.28015405	-0.4014411	0.36355582	0.20510608	0.5055357	0.24373284	-0.96456134	0.04768225
-0.2679497	-0.5372992	-0.36721322	-0.66753584	0.29638362	-0.3407921	0.16154918	0.5581535	0.09405719	-0.6187231	0.54345804	-0.16294895	0.7306042	-0.15770242	-0.16761906	-0.29487953
-0.38047135	0.46030164	0.45818195	-0.39301303	0.3886966	0.2471824	0.64580005	0.5254364	0.11553532	-0.29541034	0.2681571	0.6250528	0.32047877	0.6569793	0.42238572	-0.5298853
-1.1112694	1.0381404	0.83035135	0.025623083	-0.085093535	0.9017632	-0.40600944	-0.09742421	-0.023745358	0.2778565	1.1540158	0.9090085	0.19077829	0.46670613	0.35390145	1.4177066
-0.372304	-0.34105152	-0.45633453	-0.38414738	-0.019137835	0.22891757	0.39249963	0.422772	-0.21656242	-0.12765163	0.30078003	0.47209677	-0.13761412	0.20300712	-0.2840472	0.012799941
-0.17870441	0.068133295	-0.788275	-0.731832	-0.47151214	-0.06902245	0.037179004	-0.05886051	0.078908615	0.12832154	0.35410842	0.017167704	-0.40963805	-0.64479566	0.34005812	-0.11624288
-0.6523128	-0.3335617	-0.54077554	-0.16614632	-0.45734978	0.08784319	-0.1954969	0.019180775	0.7077031	-0.82091993	0.49434152	0.023352303	-0.10114447	-0.7817199	0.64879334	-1.004406
-1.0165322	-0.29403055	-0.90169823	-0.026289443	-0.51203305	0.055829644	-0.29666454	-0.44374442	-0.030013693	-0.020604257	-0.10110148	0.2996181	-0.8005549	-0.30522114	0.21912497	-0.40484634
-0.15783061	-0.010819052	-0.5796195	-0.6798547	-0.37908348	0.15197833	0.389515	-0.011734417	0.0067839855	0.0066291355	0.36441466	0.22682875	-0.33779776	-0.44358867	-0.14126737	-0.2956873
-0.4860846	0.6169134	0.4593954	-0.23384622	0.40433982	0.19699483	0.6836038	0.5550754	-0.056952864	-0.3365395	0.51935047	0.45320278	0.3418113	0.65214396	0.52811325	-0.5923228
-0.51782256	-0.25289088	-0.11641627	-0.4141648	0.31469205	0.29416928	0.38799652	0.4719142	0.28923455	0.2379888	0.58387464	0.22951655	0.0042032544	0.26702	0.083733924	0.075602084
-0.2885499	-0.22918877	-0.28960723	-0.54321235	0.120666265	0.47756708	0.45971105	0.35397875	0.10158384	-0.015710345	0.6442016	0.25270846	0.023220276	0.31222275	-0.3027877	0.14730135
-0.4379804	-0.20878898	-0.20359471	-0.47841725	0.22565803	0.36991203	0.5138804	0.25529587	-0.086248405	-0.009536458	0.69246656	0.24429543	-0.04391359	0.1880209	-0.16487566	0.1015732
-0.30209064	0.5394624	-0.20903173	0.74488914	-0.8300365	-0.3743138	0.8201368	1.0278164	0.56515735	-0.22694147	0.23733494	0.2801962	0.24422435	0.40891218	0.6546711	0.06602181
-0.4796558	0.065476544	-0.15065397	-0.47654775	-0.17966764	0.32899222	0.5952249	0.38564098	0.29681423	-0.007331469	0.44048467	0.036474444	-0.086403914	-0.016665744	0.102079466	0.10799911
-0.053319667	0.58463806	-0.17453833	0.59887195	-0.76259017	-0.38931096	0.6555879	0.836153	0.4701041	-0.12161163	0.23165926	0.3994859	-0.0256185	0.25750554	0.679793	-0.048591174
-0.7299707	0.7492893	0.09525922	0.39801168	0.3527196	0.1733083	0.6575093	0.56731415	-0.17697284	-0.6189519	0.08363268	0.28523776	-0.012487665	0.45286015	0.33392218	-0.3913945
